         161612884 function calls (161609367 primitive calls) in 197.602 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\dtypes.py:277(construct_from_string)
        1    0.000    0.000    0.000    0.000 {method 'set_noconvert' of 'pandas._libs.parsers.TextReader' objects}
        8    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:343(shape)
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        6    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:146(ax)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\sparse\dtype.py:187(construct_from_string)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:453(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:3786(_refine_defaults_read)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\inference.py:96(is_file_like)
        5    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:121(_type_convert)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:441(_wrap_result)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\compat\numpy\function.py:375(validate_resampler_func)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       17    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:726(<genexpr>)
       17    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1249(_validate_parse_dates_arg)
        2    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:1032(is_datetime_or_timedelta_dtype)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\generic.py:5553(<lambda>)
        8    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimes.py:61(tz_to_dtype)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:750(<listcomp>)
       17    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:147(_maybe_coerce_values)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\os.py:1073(__subclasshook__)
        3    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\groupby\groupby.py:674(_selected_obj)
        9    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
        8    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1847(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\urllib\parse.py:114(_coerce_args)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:3461(_can_reindex)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\groupby\groupby.py:746(__getattr__)
        7    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\fromnumeric.py:71(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:303(__len__)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\numerictypes.py:621(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:756(_maybe_disallow_fill)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(_relax_case)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\util\_decorators.py:336(doc)
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:1695(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\common.py:317(apply_if_callable)
        5    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\missing.py:64(clean_fill_method)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\arrays\datetimelike.py:1752(validate_inferred_freq)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\frame.py:482(_constructor)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:233(internal_values)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:2136(<dictcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\_collections_abc.py:381(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\base.py:333(_get_cython_func)
        5    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:623(dtype)
        8    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\common.py:195(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:253(items)
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\tseries\frequencies.py:572(_is_annual)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:1875(is_floating)
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\nanops.py:330(_na_ok_dtype)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:1032(DatetimeIndexResampler)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\tseries\frequencies.py:577(_is_quarterly)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:1164(PeriodIndexResampler)
        8    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:581(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\base.py:226(_obj_with_exclusions)
        5    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        3    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1011(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\common.py:793(_maybe_memory_map)
        8    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:1518(no_type_check)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\dtypes\common.py:1304(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\aggregation.py:46(reconstruct_func)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:2134(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        6    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1093(_is_index_col)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\codecs.py:260(__init__)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\fromnumeric.py:2333(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\util\_decorators.py:426(__init__)
        4    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\blocks.py:2161(_holder)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\groupby\ops.py:910(names)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:3353(_isindex)
        3    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\util\numba_.py:15(maybe_use_numba)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\common.py:145(validate_header_arg)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1337(_path_importer_cache)
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\multiarray.py:1043(copyto)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\indexes\base.py:381(<genexpr>)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\groupby\grouper.py:293(ax)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:3432(_clean_na_values)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:1154(DatetimeIndexResamplerGroupby)
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\numeric.py:71(_zeros_like_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\tseries\frequencies.py:587(_is_weekly)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\series.py:422(_constructor)
        3    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:173(blklocs)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:1278(TimedeltaIndexResampler)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\util\_decorators.py:466(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:1576(ix)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:3971(_validate_skipfooter)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\numerictypes.py:622(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\fromnumeric.py:3071(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\tseries\frequencies.py:582(_is_monthly)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:227(is_single_block)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:1268(PeriodIndexResamplerGroupby)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\multiarray.py:583(min_scalar_type)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\internals\managers.py:405(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\common.py:198(is_fsspec_url)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:1296(TimedeltaIndexResamplerGroupby)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\typing.py:328(__repr__)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\numeric.py:2193(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:3299(_make_date_converter)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\io\parsers.py:3875(_extract_dialect)
        1    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\pandas\core\resample.py:142(obj)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\multiarray.py:468(can_cast)
        2    0.000    0.000    0.000    0.000 C:\Python39\lib\site-packages\numpy\core\fromnumeric.py:835(_sort_dispatcher)
